CD_CANDIDATO;NR_VOTAVEL;DS_CARGO;NM_VOTAVEL;NR_PARTIDO;NM_PARTIDO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_COR_RACA;DS_OCUPACAO;DS_ESTADO_CIVIL
893540575;1272;DEPUTADO FEDERAL;DEJAIR DIAS DA SILVA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;22/11/1972;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;PRETA;MOTORISTA PARTICULAR;CASADO(A)
893540706;2016;DEPUTADO FEDERAL;ODILIA EXPEDITA DE SOUSA;20;PARTIDO SOCIAL CRISTÃO;05/01/1968;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;MOTORISTA PARTICULAR;SOLTEIRO(A)
893518524;70130;DEPUTADO ESTADUAL;TANIA DAS NEVES BELO;70;AVANTE;04/08/1977;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;DONA DE CASA;CASADO(A)
893498973;44611;DEPUTADO ESTADUAL;VIVIANE DOS SANTOS SILVA CASAMASSA;44;UNIÃO BRASIL;30/11/1988;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;DONA DE CASA;CASADO(A)
893509101;11988;DEPUTADO ESTADUAL;SOCORRO MARIA DE JESUS FERREIRA;11;PROGRESSISTAS;15/07/1969;FEMININO;ENSINO MÉDIO INCOMPLETO;PARDA;DONA DE CASA;SOLTEIRO(A)
893614019;3635;DEPUTADO FEDERAL;JOSE MANOEL DE LIRA FILHO;36;AGIR;10/05/1968;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OPERADOR DE APARELHOS DE PRODUÇÃO INDUSTRIAL;CASADO(A)
893616288;90086;DEPUTADO ESTADUAL;WELLINGTON SANTOS DA SILVA DE JESUS;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;02/01/1986;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;ELETRICISTA E ASSEMELHADOS;CASADO(A)
893501671;1441;DEPUTADO FEDERAL;WAGNER TADEU SILVA PRADO;14;PARTIDO TRABALHISTA BRASILEIRO;11/05/1967;MASCULINO;SUPERIOR COMPLETO;BRANCA;MILITAR REFORMADO;CASADO(A)
893540607;20777;DEPUTADO ESTADUAL;RELDER SANDRO DE SOUZA FIALHO;20;PARTIDO SOCIAL CRISTÃO;22/04/1971;MASCULINO;SUPERIOR COMPLETO;BRANCA;MILITAR REFORMADO;CASADO(A)
893517582;5101;DEPUTADO FEDERAL;TERESINHA DE CARVALHO;51;PATRIOTA;17/02/1956;FEMININO;SUPERIOR COMPLETO;BRANCA;SERVIDOR PÚBLICO CIVIL APOSENTADO;DIVORCIADO(A)
893503078;77880;DEPUTADO ESTADUAL;MARIA NILVA SEVERINO GONÇALVES;77;SOLIDARIEDADE;10/06/1958;FEMININO;SUPERIOR COMPLETO;BRANCA;SERVIDOR PÚBLICO CIVIL APOSENTADO;CASADO(A)
893502903;7718;DEPUTADO FEDERAL;KOYU IHA;77;SOLIDARIEDADE;30/06/1940;MASCULINO;SUPERIOR COMPLETO;AMARELA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
893508259;45240;DEPUTADO ESTADUAL;VANDERLEI BORGES DE CARVALHO;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;16/04/1957;MASCULINO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
893498887;4449;DEPUTADO FEDERAL;ODECIO BRAGA DE LOUREDO FILHO;44;UNIÃO BRASIL;14/02/1949;MASCULINO;SUPERIOR COMPLETO;PARDA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
893501643;1415;DEPUTADO FEDERAL;VALDEMAR SILVA;14;PARTIDO TRABALHISTA BRASILEIRO;20/05/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
893589355;27251;DEPUTADO ESTADUAL;JOSE CANDIDO DA SILVA;27;DEMOCRACIA CRISTÃ;03/03/1949;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
893502916;7785;DEPUTADO FEDERAL;JOSE DOMINGOS RIZZO;77;SOLIDARIEDADE;14/09/1952;MASCULINO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
893540695;2024;DEPUTADO FEDERAL;MARCIO ROBERTO GARCIA LARRANHAGA;20;PARTIDO SOCIAL CRISTÃO;07/04/1970;MASCULINO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
893507342;19454;DEPUTADO ESTADUAL;MARISTELA MORESCHI RIBEIRO NADER;19;PODEMOS;03/05/1969;FEMININO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);DIVORCIADO(A)
893596848;2939;DEPUTADO FEDERAL;CLENILZA PANATO;29;PARTIDO DA CAUSA OPERÁRIA;12/12/1960;FEMININO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SOLTEIRO(A)
893549416;290;2º SUPLENTE;ADONIZE RIBEIRO DE FREITAS MEIRELES;29;PARTIDO DA CAUSA OPERÁRIA;22/11/1955;FEMININO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);VIÚVO(A)
893508317;45345;DEPUTADO ESTADUAL;EDILZA DE SOUSA MATSUSHITA;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;23/10/1954;FEMININO;SUPERIOR COMPLETO;PRETA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);VIÚVO(A)
893597402;29295;DEPUTADO ESTADUAL;MARIA ANGELA ABDUCH;29;PARTIDO DA CAUSA OPERÁRIA;23/08/1954;FEMININO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SEPARADO(A) JUDICIALMENTE
893623856;80080;DEPUTADO ESTADUAL;JOÃO GABRIEL COELHO;80;UNIDADE POPULAR;18/10/1995;MASCULINO;SUPERIOR COMPLETO;BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
893540455;12377;DEPUTADO ESTADUAL;LUIS CARLOS DE SOUZA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;24/11/1972;MASCULINO;ENSINO MÉDIO INCOMPLETO;PRETA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
893506858;15855;DEPUTADO ESTADUAL;ANA PAULA CALVO;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;01/05/1983;FEMININO;SUPERIOR COMPLETO;BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;CASADO(A)
893597401;29129;DEPUTADO ESTADUAL;LARISSA MACHADO LEONETTI;29;PARTIDO DA CAUSA OPERÁRIA;07/02/1993;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
893508608;65013;DEPUTADO ESTADUAL;ROZANA FONSECA BARROSO DA SILVA;65;PARTIDO COMUNISTA DO BRASIL;22/03/1999;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
893517085;4002;DEPUTADO FEDERAL;ANE CAROLINE SOLLAR PEREIRA;40;PARTIDO SOCIALISTA BRASILEIRO;11/07/1990;FEMININO;SUPERIOR COMPLETO;BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
893498849;8000;DEPUTADO FEDERAL;ISIS MUSTAFÁ DE ASSIS;80;UNIDADE POPULAR;14/03/1997;FEMININO;SUPERIOR COMPLETO;PARDA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
893540619;20420;DEPUTADO ESTADUAL;ARIELY PEDROSO SILVA PRETER;20;PARTIDO SOCIAL CRISTÃO;04/02/1999;FEMININO;SUPERIOR INCOMPLETO;PARDA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;CASADO(A)
893516230;50015;DEPUTADO ESTADUAL;CLEBER DA SILVA;50;PARTIDO SOCIALISMO E LIBERDADE;14/04/1982;MASCULINO;LÊ E ESCREVE;PARDA;OUTROS;CASADO(A)
893516195;50085;DEPUTADO ESTADUAL;GERALDO DO NASCIMENTO;50;PARTIDO SOCIALISMO E LIBERDADE;23/10/1954;MASCULINO;LÊ E ESCREVE;PRETA;OUTROS;CASADO(A)
893516149;50113;DEPUTADO ESTADUAL;CLAUDIO BENVINDO BARBOSA;50;PARTIDO SOCIALISMO E LIBERDADE;15/07/1963;MASCULINO;LÊ E ESCREVE;PRETA;OUTROS;CASADO(A)
893618242;36963;DEPUTADO ESTADUAL;REINALDO MARTINS;36;AGIR;24/12/1975;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893589375;27456;DEPUTADO ESTADUAL;ROGERIO GUEIROS DE ARAUJO;27;DEMOCRACIA CRISTÃ;24/10/1967;MASCULINO;SUPERIOR COMPLETO;PARDA;OUTROS;CASADO(A)
893506831;15777;DEPUTADO ESTADUAL;DALCIDES BATISTA DA SILVA NETO;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;21/05/1957;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893574753;9023;DEPUTADO FEDERAL;ERICO ROMÃO DE VILLALBA ALVIM;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;18/01/1959;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893508801;1145;DEPUTADO FEDERAL;ADRIANO GUIMARÃES SIMÕES;11;PROGRESSISTAS;16/01/1976;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893503101;77190;DEPUTADO ESTADUAL;CELIMAR GOMES DA SILVA;77;SOLIDARIEDADE;26/02/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893511720;14128;DEPUTADO ESTADUAL;ADRIANO DE BARROS CARUSO;14;PARTIDO TRABALHISTA BRASILEIRO;07/11/1970;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
893508304;45800;DEPUTADO ESTADUAL;MARCOS ANTÔNIO DE SOUZA;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;09/07/1974;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
893618228;36220;DEPUTADO ESTADUAL;ISMAEL DA SILVA SOUZA;36;AGIR;02/05/1971;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;DIVORCIADO(A)
893536439;10038;DEPUTADO ESTADUAL;CAIQUE MAFRA BARBOSA;10;REPUBLICANOS;09/03/1994;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893508171;2292;DEPUTADO FEDERAL;DIOGO PEREIRA FORJAZ;22;PARTIDO LIBERAL;04/01/1986;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893518929;7090;DEPUTADO FEDERAL;ELIAS ASSIS NETO;70;AVANTE;15/12/1965;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
893511752;14016;DEPUTADO ESTADUAL;CHARLES DOS SANTOS PEREIRA;14;PARTIDO TRABALHISTA BRASILEIRO;04/02/1984;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893508090;1587;DEPUTADO FEDERAL;ARNALDO SALVETTI PALACIO JUNIOR;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;18/01/1970;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893540637;20190;DEPUTADO ESTADUAL;LUIZ PAULO MADALHANO MAGALHÃES;20;PARTIDO SOCIAL CRISTÃO;01/07/1990;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
893508732;1017;DEPUTADO FEDERAL;EMERSON APARECIDO DOS SANTOS;10;REPUBLICANOS;20/08/1973;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
893540639;20122;DEPUTADO ESTADUAL;FABIO SANTOS DE OLIVEIRA;20;PARTIDO SOCIAL CRISTÃO;17/06/1985;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893506981;22181;DEPUTADO ESTADUAL;HUGO PEREIRA DE CASTRO;22;PARTIDO LIBERAL;17/01/1975;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893518241;51233;DEPUTADO ESTADUAL;RONALDO AUGUSTO BRETAS MARZAGÃO JUNIOR;51;PATRIOTA;23/03/1973;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893508264;45455;DEPUTADO ESTADUAL;ALEXANDRE RIBEIRO MUSTAFA;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;15/05/1969;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893518585;70789;DEPUTADO ESTADUAL;PAULO CALADO FARIAS;70;AVANTE;25/02/1966;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893509094;11211;DEPUTADO ESTADUAL;CARLOS ALBERTO BOARINI;11;PROGRESSISTAS;11/01/1963;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893548554;4471;DEPUTADO FEDERAL;RICARDO DA SILVA SAIBRO;44;UNIÃO BRASIL;06/03/1980;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;CASADO(A)
893618158;36666;DEPUTADO ESTADUAL;ALEX FABIANO COSTA GARCIA;36;AGIR;19/08/1982;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893507152;1973;DEPUTADO FEDERAL;CLEBER ARAÚJO BARBOSA;19;PODEMOS;14/03/1973;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893509117;11150;DEPUTADO ESTADUAL;ANGELO ROBERTO RÉSTIO;11;PROGRESSISTAS;18/06/1961;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893498920;44125;DEPUTADO ESTADUAL;JOAO BATISTA DO PRADO;44;UNIÃO BRASIL;26/07/1958;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;OUTROS;CASADO(A)
893506833;15090;DEPUTADO ESTADUAL;SAMUEL DE JESUS SANTOS PEREIRA;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;10/12/1987;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;OUTROS;CASADO(A)
893612728;2826;DEPUTADO FEDERAL;RAIMUNDO NONATO PEREIRA DOS SANTOS;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;06/05/1966;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;OUTROS;CASADO(A)
893613955;3680;DEPUTADO FEDERAL;CARLOS ALBERTO CANTELLI;36;AGIR;14/06/1963;MASCULINO;ENSINO MÉDIO INCOMPLETO;BRANCA;OUTROS;CASADO(A)
893508080;1536;DEPUTADO FEDERAL;ENRICO VAN BLARCUM DE GRAAFF MISASI;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;06/08/1994;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893508091;1521;DEPUTADO FEDERAL;FABRICIO DIAS JUNIOR;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;07/09/1963;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893508155;2232;DEPUTADO FEDERAL;LUIZ ZACARIAS DE ARAUJO FILHO;22;PARTIDO LIBERAL;25/02/1962;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893508699;1003;DEPUTADO FEDERAL;VAGNER JOSE DOS SANTOS;10;REPUBLICANOS;08/11/1979;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893618180;36193;DEPUTADO ESTADUAL;ALDO ALMEIDA;36;AGIR;19/10/1958;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893614021;3686;DEPUTADO FEDERAL;JULIANO TAKESHI KOCHI;36;AGIR;28/02/1979;MASCULINO;SUPERIOR COMPLETO;PARDA;OUTROS;CASADO(A)
893618165;36422;DEPUTADO ESTADUAL;SEVERINO DOS RAMOS LAURENTINO DOS SANTOS;36;AGIR;08/07/1973;MASCULINO;SUPERIOR COMPLETO;PRETA;OUTROS;CASADO(A)
893539066;35474;DEPUTADO ESTADUAL;CASSIO EDUARDO FONSECA;35;PARTIDO DA MULHER BRASILEIRA;08/03/1970;MASCULINO;SUPERIOR COMPLETO;PRETA;OUTROS;CASADO(A)
893618229;36090;DEPUTADO ESTADUAL;MAGNO ALVES DE OLIVEIRA;36;AGIR;07/06/1962;MASCULINO;SUPERIOR COMPLETO;PARDA;OUTROS;CASADO(A)
893613966;3604;DEPUTADO FEDERAL;GERALDO RODRIGUES GUILHERME;36;AGIR;22/11/1966;MASCULINO;SUPERIOR COMPLETO;PRETA;OUTROS;CASADO(A)
893506862;15456;DEPUTADO ESTADUAL;JOSÉ AGRIPINO DA SILVA;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;18/08/1980;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893540111;33120;DEPUTADO ESTADUAL;SEBASTIÃO RIBEIRO DA SILVA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;20/01/1958;MASCULINO;SUPERIOR INCOMPLETO;PARDA;OUTROS;DIVORCIADO(A)
893501696;1468;DEPUTADO FEDERAL;MARCELO ROSSI DOS SANTOS;14;PARTIDO TRABALHISTA BRASILEIRO;02/02/1968;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;CASADO(A)
893621180;7018;DEPUTADO FEDERAL;FABIO BLANES;70;AVANTE;04/10/1978;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893508802;1128;DEPUTADO FEDERAL;AIRTON DOS SANTOS;11;PROGRESSISTAS;18/12/1959;MASCULINO;SUPERIOR INCOMPLETO;PRETA;OUTROS;DIVORCIADO(A)
893518530;70120;DEPUTADO ESTADUAL;FABIO FEREZINI;70;AVANTE;23/10/1984;MASCULINO;SUPERIOR INCOMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893540475;12244;DEPUTADO ESTADUAL;RENAN FONSECA DA SILVA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;14/10/1996;MASCULINO;SUPERIOR INCOMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893536477;1029;DEPUTADO FEDERAL;JONATHAN FABIO NASCIMENTO SOUZA;10;REPUBLICANOS;21/01/1993;MASCULINO;SUPERIOR INCOMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893518611;70018;DEPUTADO ESTADUAL;FABIO BLANES;70;AVANTE;04/10/1978;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893516232;50580;DEPUTADO ESTADUAL;JOSÉ DE RIBAMAR DA SILVA PASSOS;50;PARTIDO SOCIALISMO E LIBERDADE;28/10/1973;MASCULINO;SUPERIOR INCOMPLETO;PARDA;OUTROS;CASADO(A)
893508173;2226;DEPUTADO FEDERAL;FERNANDO LISBOA DA CONCEIÇÃO;22;PARTIDO LIBERAL;12/10/1982;MASCULINO;SUPERIOR INCOMPLETO;PARDA;OUTROS;CASADO(A)
893510622;5065;DEPUTADO FEDERAL;ALBERTINO FERREIRA DE OLIVEIRA;50;PARTIDO SOCIALISMO E LIBERDADE;25/11/1965;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;PARDA;OUTROS;CASADO(A)
893596682;28655;DEPUTADO ESTADUAL;FRANCISCO ADRIANO MACENA DE ALMEIDA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;04/07/1974;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;OUTROS;VIÚVO(A)
893614016;3626;DEPUTADO FEDERAL;JOSÉ AUGUSTINHO DOS SANTOS;36;AGIR;19/03/1972;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893510781;3314;DEPUTADO FEDERAL;ELIVALDO NOGUEIRA CHAVES;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;14/12/1970;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;BRANCA;OUTROS;CASADO(A)
893540129;33366;DEPUTADO ESTADUAL;CÍCERO PEREIRA DO VALE;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;12/01/1966;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;PARDA;OUTROS;CASADO(A)
893507150;1923;DEPUTADO FEDERAL;JAIR CUSTÓDIO DA SILVA;19;PODEMOS;01/07/1964;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;PARDA;OUTROS;CASADO(A)
893498969;44150;DEPUTADO ESTADUAL;GISELE APARECIDA DA SILVA RAMOS;44;UNIÃO BRASIL;26/04/1984;FEMININO;LÊ E ESCREVE;BRANCA;OUTROS;CASADO(A)
893518609;70220;DEPUTADO ESTADUAL;ROSANGELA DA SILVA BATISTA;70;AVANTE;06/08/1975;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893616263;90193;DEPUTADO ESTADUAL;IVANISE MARIA DE SOUSA GIAMPAGLIA;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;22/06/1981;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
893612711;2843;DEPUTADO FEDERAL;ANGELA ISABEL RODRIGUES;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;21/10/1974;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893618157;36021;DEPUTADO ESTADUAL;JÉSUA DE LIMA FERREIRA DA SILVA;36;AGIR;03/04/1980;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
893498860;4451;DEPUTADO FEDERAL;ELZA NUNES MACHADO GALVÃO;44;UNIÃO BRASIL;02/07/1952;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893536427;10780;DEPUTADO ESTADUAL;GERLANY FELISMINO DE LIMA ROCHA;10;REPUBLICANOS;17/03/1971;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
893532775;3553;DEPUTADO FEDERAL;ISABEL ALINE ROSA;35;PARTIDO DA MULHER BRASILEIRA;26/08/1986;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
893618214;36114;DEPUTADO ESTADUAL;EDIVALDA CORDEIRO DE LIMA SILVA;36;AGIR;10/08/1978;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;OUTROS;DIVORCIADO(A)
893618230;36362;DEPUTADO ESTADUAL;MARIA APARECIDA DE OLIVEIRA;36;AGIR;10/10/1956;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893508570;13112;DEPUTADO ESTADUAL;EVELYN SILVA DO NASCIMENTO VICENTE DA SILVA;13;PARTIDO DOS TRABALHADORES;08/01/1985;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;CASADO(A)
893518547;70156;DEPUTADO ESTADUAL;JOSANGELA SILVEIRA MELO;70;AVANTE;23/01/1978;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893508306;45688;DEPUTADO ESTADUAL;ERIKA TEREZA COITINHO AFFONSO;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;20/01/1969;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;OUTROS;SOLTEIRO(A)
893613989;3679;DEPUTADO FEDERAL;VERA LÚCIA SANTOS DE FRANÇA;36;AGIR;26/09/1960;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;OUTROS;SOLTEIRO(A)
893614014;3681;DEPUTADO FEDERAL;JENNIFER ADRIELI CERQUEIRA LEITE LOPES;36;AGIR;13/09/1994;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;CASADO(A)
893508787;1126;DEPUTADO FEDERAL;CARINA BALBINO CARNEIRO;11;PROGRESSISTAS;04/08/1985;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;OUTROS;SOLTEIRO(A)
893623377;70113;DEPUTADO ESTADUAL;MARIA DAS MERCES CANDIDA DE ARAUJO;70;AVANTE;10/07/1963;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;VIÚVO(A)
893511703;14321;DEPUTADO ESTADUAL;SIMONE APARECIDA NASCIMENTO DA CONCEIÇÃO;14;PARTIDO TRABALHISTA BRASILEIRO;11/12/1972;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;OUTROS;CASADO(A)
893548555;4406;DEPUTADO FEDERAL;FRANCIELLE EYRE DE OLIVEIRA TRIANI;44;UNIÃO BRASIL;03/10/1986;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893574741;9029;DEPUTADO FEDERAL;EDINALVA JACINTA DE ALMEIDA;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;13/08/1968;FEMININO;SUPERIOR COMPLETO;PRETA;OUTROS;DIVORCIADO(A)
893517607;5103;DEPUTADO FEDERAL;LUCIANA CUNHA;51;PATRIOTA;13/12/1965;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893498986;44350;DEPUTADO ESTADUAL;REGINA CELIA BENTO CATHARINO;44;UNIÃO BRASIL;06/09/1971;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;CASADO(A)
893539040;35808;DEPUTADO ESTADUAL;SIMONE SILVA SANTOS DA COSTA;35;PARTIDO DA MULHER BRASILEIRA;12/08/1987;FEMININO;SUPERIOR COMPLETO;PRETA;OUTROS;DIVORCIADO(A)
893511788;14004;DEPUTADO ESTADUAL;CRISTINA DOS SANTOS;14;PARTIDO TRABALHISTA BRASILEIRO;04/06/1960;FEMININO;ENSINO MÉDIO INCOMPLETO;PRETA;OUTROS;DIVORCIADO(A)
893509113;11611;DEPUTADO ESTADUAL;ADRIANA APARECIDA FELIX;11;PROGRESSISTAS;01/04/1970;FEMININO;SUPERIOR COMPLETO;PRETA;OUTROS;SOLTEIRO(A)
893516162;50130;DEPUTADO ESTADUAL;ALINE CATARINE GONDIM;50;PARTIDO SOCIALISMO E LIBERDADE;29/01/1980;FEMININO;SUPERIOR COMPLETO;PRETA;OUTROS;SOLTEIRO(A)
893507519;1366;DEPUTADO FEDERAL;MARIANA CERGOLI JANEIRO;13;PARTIDO DOS TRABALHADORES;25/08/1991;FEMININO;SUPERIOR COMPLETO;PRETA;OUTROS;SOLTEIRO(A)
