NR_VOTAVEL;CD_CANDIDATO;DS_CARGO;NM_VOTAVEL;NR_PARTIDO;NM_PARTIDO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_COR_RACA;DS_OCUPACAO;DS_ESTADO_CIVIL
35822;893539037;DEPUTADO ESTADUAL;ANA PAULA MELO PETILO;35;PARTIDO DA MULHER BRASILEIRA;24/12/1971;FEMININO;SUPERIOR COMPLETO;BRANCA;PEDAGOGO;DIVORCIADO(A)
40240;893517480;DEPUTADO ESTADUAL;JOCELY RAMOS DOS REIS MARCO;40;PARTIDO SOCIALISTA BRASILEIRO;09/02/1972;FEMININO;SUPERIOR COMPLETO;PARDA;PEDAGOGO;CASADO(A)
44600;893498921;DEPUTADO ESTADUAL;ROSANGELA DA SILVA SCARPINELLI;44;UNIÃO BRASIL;01/09/1979;FEMININO;SUPERIOR COMPLETO;BRANCA;PEDAGOGO;CASADO(A)
35835;893539069;DEPUTADO ESTADUAL;RONALDO GALDINO DOS SANTOS;35;PARTIDO DA MULHER BRASILEIRA;30/09/1974;MASCULINO;SUPERIOR COMPLETO;PARDA;POLICIAL CIVIL;SOLTEIRO(A)
22180;893506991;DEPUTADO ESTADUAL;RAQUEL KOBASHI GALLINATI LOMBARDI;22;PARTIDO LIBERAL;24/03/1976;FEMININO;SUPERIOR COMPLETO;BRANCA;POLICIAL CIVIL;CASADO(A)
2231;893508190;DEPUTADO FEDERAL;RICARDO DA CRUZ FERNANDES;22;PARTIDO LIBERAL;08/07/1981;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;POLICIAL MILITAR;DIVORCIADO(A)
11100;893509142;DEPUTADO ESTADUAL;GUILHERME LAZO SOLANO NETO;11;PROGRESSISTAS;17/04/1986;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;DIVORCIADO(A)
11181;893509110;DEPUTADO ESTADUAL;LUIZ ANTONIO GATO;11;PROGRESSISTAS;06/08/1966;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
35885;893539071;DEPUTADO ESTADUAL;NORMANDO BARBOSA DE OLIVEIRA;35;PARTIDO DA MULHER BRASILEIRA;02/10/1968;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;POLICIAL MILITAR;CASADO(A)
20007;893540596;DEPUTADO ESTADUAL;JOEL BATISTA RAMOS;20;PARTIDO SOCIAL CRISTÃO;13/08/1987;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
20011;893540613;DEPUTADO ESTADUAL;CLÁUDIO DO NASCIMENTO TORRES;20;PARTIDO SOCIAL CRISTÃO;14/07/1975;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
7012;893518879;DEPUTADO FEDERAL;ANDRÉ DA SILVA ROSA;70;AVANTE;30/01/1977;MASCULINO;SUPERIOR COMPLETO;PARDA;POLICIAL MILITAR;SOLTEIRO(A)
55001;893501877;DEPUTADO ESTADUAL;ROGÉRIO SILVA PEDRO;55;PARTIDO SOCIAL DEMOCRÁTICO;01/07/1970;MASCULINO;SUPERIOR COMPLETO;PARDA;POLICIAL MILITAR;CASADO(A)
28111;893596703;DEPUTADO ESTADUAL;DJALMA DE LIMA SANTOS;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;11/02/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
11190;893509084;DEPUTADO ESTADUAL;RAFAEL HENRIQUE CANO TELHADA;11;PROGRESSISTAS;03/09/1986;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
4057;893548218;DEPUTADO FEDERAL;RODRIGO ALMEIDA PASSOS;40;PARTIDO SOCIALISTA BRASILEIRO;23/03/1982;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
2722;893592101;DEPUTADO FEDERAL;ROBERTO ALVES DOS SANTOS;27;DEMOCRACIA CRISTÃ;23/11/1961;MASCULINO;SUPERIOR COMPLETO;PARDA;POLICIAL MILITAR;CASADO(A)
1005;893508697;DEPUTADO FEDERAL;RENATO TAROCO;10;REPUBLICANOS;25/07/1978;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
14777;893511719;DEPUTADO ESTADUAL;AGEU DA CRUZ ALMEIDA;14;PARTIDO TRABALHISTA BRASILEIRO;30/08/1973;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;PARDA;POLICIAL MILITAR;CASADO(A)
15122;893506780;DEPUTADO ESTADUAL;MARIA CRISTIANE PINHEIRO;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;19/02/1979;FEMININO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;DIVORCIADO(A)
27123;893589357;DEPUTADO ESTADUAL;AHMAD ABOU ADILE;27;DEMOCRACIA CRISTÃ;03/03/1972;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;SOLTEIRO(A)
51132;893518281;DEPUTADO ESTADUAL;FRANCISLEY ILDECIR RODRIGUES;51;PATRIOTA;04/03/1971;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;DIVORCIADO(A)
35312;893539078;DEPUTADO ESTADUAL;SILAS DA SILVA MOREIRA;35;PARTIDO DA MULHER BRASILEIRA;02/04/1966;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;REPRESENTANTE COMERCIAL;SOLTEIRO(A)
1155;893508824;DEPUTADO FEDERAL;OSWALDO MARQUES CERA FILHO;11;PROGRESSISTAS;27/09/1971;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;REPRESENTANTE COMERCIAL;CASADO(A)
5517;893501776;DEPUTADO FEDERAL;AGNALDO CRUZ DE OLIVEIRA;55;PARTIDO SOCIAL DEMOCRÁTICO;06/12/1983;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;REPRESENTANTE COMERCIAL;SOLTEIRO(A)
51221;893518261;DEPUTADO ESTADUAL;SUSANA DAS NEVES;51;PATRIOTA;10/09/1977;FEMININO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;REPRESENTANTE COMERCIAL;CASADO(A)
35447;893539043;DEPUTADO ESTADUAL;ANDERSON HENRIQUE PINTO;35;PARTIDO DA MULHER BRASILEIRA;27/08/1986;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;TÉCNICO DE OBRAS CIVIS, ESTRADAS, SANEAMENTO E ASSEMELHADOS;CASADO(A)
33112;893540082;DEPUTADO ESTADUAL;GILMAR DIAS PEREIRA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;08/07/1968;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;TÉCNICO DE OBRAS CIVIS, ESTRADAS, SANEAMENTO E ASSEMELHADOS;CASADO(A)
2008;893540740;DEPUTADO FEDERAL;MADALENA DE LAURA PEREIRA;20;PARTIDO SOCIAL CRISTÃO;02/08/1975;FEMININO;SUPERIOR COMPLETO;BRANCA;VIGILANTE;SOLTEIRO(A)
55015;893501884;DEPUTADO ESTADUAL;DECIO MARMIROLLI;55;PARTIDO SOCIAL DEMOCRÁTICO;23/12/1952;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
30700;893494597;DEPUTADO ESTADUAL;LUCAS ROMERO DA SILVA;30;PARTIDO NOVO;23/04/1985;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
44707;893547841;DEPUTADO ESTADUAL;BENEDITO DE VITTO JUNIOR;44;UNIÃO BRASIL;11/05/1972;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
1411;893501676;DEPUTADO FEDERAL;JURANDIR PEREIRA ALENCAR;14;PARTIDO TRABALHISTA BRASILEIRO;08/04/1962;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
70008;893518605;DEPUTADO ESTADUAL;CARLOS EDUARDO PLACUCCI;70;AVANTE;05/10/1961;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
1470;893501673;DEPUTADO FEDERAL;RENATO TAMAIO DE SOUZA;14;PARTIDO TRABALHISTA BRASILEIRO;14/08/1967;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
1408;893501669;DEPUTADO FEDERAL;DANIEL MIGUEL;14;PARTIDO TRABALHISTA BRASILEIRO;26/10/1976;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
11000;893509144;DEPUTADO ESTADUAL;JEFERSON MODESTO SILVA;11;PROGRESSISTAS;19/09/1977;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
35022;893539019;DEPUTADO ESTADUAL;ARLINDO PEREIRA FIGUEIREDO JUNIOR;35;PARTIDO DA MULHER BRASILEIRA;11/02/1959;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
44557;893498939;DEPUTADO ESTADUAL;SERGIO DE PAULA REIS FILHO;44;UNIÃO BRASIL;07/02/1984;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
35188;893539024;DEPUTADO ESTADUAL;GILMAR DE SOUZA ROCHA;35;PARTIDO DA MULHER BRASILEIRA;30/08/1970;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
5110;893517564;DEPUTADO FEDERAL;MARCOS JULIANO FERREIRA;51;PATRIOTA;27/02/1980;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
36222;893618208;DEPUTADO ESTADUAL;JOAO BATISTA DE OLIVEIRA;36;AGIR;23/06/1959;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;DIVORCIADO(A)
45;893509281;VICE-GOVERNADOR;EUGÊNIO JOSÉ ZULIANI;44;UNIÃO BRASIL;13/01/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
20038;893540670;DEPUTADO ESTADUAL;LEANDRO ALVES;20;PARTIDO SOCIAL CRISTÃO;19/11/1982;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
14010;893511726;DEPUTADO ESTADUAL;EDUARDO FRANCISCO DE MELO;14;PARTIDO TRABALHISTA BRASILEIRO;26/06/1972;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
44140;893498995;DEPUTADO ESTADUAL;THIAGO VERONICO DE FREITAS;44;UNIÃO BRASIL;15/03/1985;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
14772;893511718;DEPUTADO ESTADUAL;WILLIAM APARECIDO DE SOUZA;14;PARTIDO TRABALHISTA BRASILEIRO;27/11/1970;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
14400;893511745;DEPUTADO ESTADUAL;NELSON ROBERTO GRITTI;14;PARTIDO TRABALHISTA BRASILEIRO;30/06/1963;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
13234;893508563;DEPUTADO ESTADUAL;JOSÉ WILSON CARDOSO DE SOUZA;13;PARTIDO DOS TRABALHADORES;13/04/1983;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
2893;893612721;DEPUTADO FEDERAL;JOSÉ ALFREDO GARCIA DOS SANTOS;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;24/10/1958;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;SOLTEIRO(A)
1449;893501706;DEPUTADO FEDERAL;VAGNER BERTI;14;PARTIDO TRABALHISTA BRASILEIRO;26/02/1970;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
45111;893508285;DEPUTADO ESTADUAL;MACIEL DOS SANTOS ROCHA;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;22/04/1970;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
65010;893508644;DEPUTADO ESTADUAL;MARCOS JESUS DOS SANTOS;65;PARTIDO COMUNISTA DO BRASIL;29/10/1984;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;EMPRESÁRIO;SOLTEIRO(A)
3040;893494496;DEPUTADO FEDERAL;CESAR MAX DE LIMA VIEIRA;30;PARTIDO NOVO;22/10/1999;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
3625;893613965;DEPUTADO FEDERAL;EDVALDO RANZANI CARLOS;36;AGIR;09/03/1965;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
3011;893494525;DEPUTADO FEDERAL;DANILO HENRIQUE PEREIRA DAVID;30;PARTIDO NOVO;07/05/1991;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
20100;893540641;DEPUTADO ESTADUAL;FELIPE TALVANI SONTINI;20;PARTIDO SOCIAL CRISTÃO;07/11/1997;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
1018;893508735;DEPUTADO FEDERAL;GUILHERME PIAI SILVA FILIZZOLA;10;REPUBLICANOS;28/03/1990;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
44532;893498955;DEPUTADO ESTADUAL;LUCAS MÁXIMO DE JESUS;44;UNIÃO BRASIL;13/09/1994;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;EMPRESÁRIO;CASADO(A)
40570;893517432;DEPUTADO ESTADUAL;ANTONIO CARLOS RODRIGUES TEIXEIRA JUNIOR;40;PARTIDO SOCIALISTA BRASILEIRO;31/12/1979;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
10788;893536455;DEPUTADO ESTADUAL;SIDNEY NERY DA SILVA;10;REPUBLICANOS;28/06/1971;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
3577;893532771;DEPUTADO FEDERAL;STEVEN SANTOS DE LIMA;35;PARTIDO DA MULHER BRASILEIRA;26/02/1977;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
28800;893596695;DEPUTADO ESTADUAL;WALTER RESENDE FILHO;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;26/08/1958;MASCULINO;ENSINO MÉDIO INCOMPLETO;PARDA;EMPRESÁRIO;DIVORCIADO(A)
3050;893494536;DEPUTADO FEDERAL;RODRIGO TAVANO;30;PARTIDO NOVO;24/07/1977;MASCULINO;ENSINO MÉDIO INCOMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
10322;893536454;DEPUTADO ESTADUAL;MAURICIO NOGUEIRA DIAS;10;REPUBLICANOS;13/11/1976;MASCULINO;ENSINO MÉDIO INCOMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
20023;893540655;DEPUTADO ESTADUAL;ANGELO ANTONIO BUCIOLOTI;20;PARTIDO SOCIAL CRISTÃO;22/03/1953;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
1064;893536476;DEPUTADO FEDERAL;BENEDITO APARECIDO DA SILVA;10;REPUBLICANOS;26/10/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
2258;893508175;DEPUTADO FEDERAL;ISAAC DALCOL ANTUNES;22;PARTIDO LIBERAL;12/01/1984;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
11470;893509128;DEPUTADO ESTADUAL;LEANDRO DE JESUS;11;PROGRESSISTAS;11/09/1989;MASCULINO;SUPERIOR COMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
40096;893517428;DEPUTADO ESTADUAL;EDVAN JOSE DOS SANTOS;40;PARTIDO SOCIALISTA BRASILEIRO;13/06/1973;MASCULINO;SUPERIOR COMPLETO;PRETA;EMPRESÁRIO;SOLTEIRO(A)
77332;893503118;DEPUTADO ESTADUAL;VALDIR SOARES DE ALBUQUERQUE;77;SOLIDARIEDADE;19/05/1963;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;SEPARADO(A) JUDICIALMENTE
9019;893574715;DEPUTADO FEDERAL;RICARDO DUREGGER;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;22/03/1971;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
23011;893508332;DEPUTADO ESTADUAL;HARLLEM GONÇALVES DE OLIVEIRA;23;CIDADANIA;17/02/1979;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
1959;893507117;DEPUTADO FEDERAL;JOSÉ LEMES SOARES;19;PODEMOS;21/04/1987;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
3300;893510774;DEPUTADO FEDERAL;CAIO LYSIAS SPINA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;05/03/1973;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
11567;893509096;DEPUTADO ESTADUAL;HENRIQUE GOMES DE LIMA;11;PROGRESSISTAS;13/04/1985;MASCULINO;SUPERIOR INCOMPLETO;PRETA;EMPRESÁRIO;SOLTEIRO(A)
7747;893502945;DEPUTADO FEDERAL;MAXIMILIANO RODRIGUES;77;SOLIDARIEDADE;10/03/1972;MASCULINO;SUPERIOR INCOMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
36177;893618174;DEPUTADO ESTADUAL;LUIZ CARLOS DE FREITAS;36;AGIR;18/08/1969;MASCULINO;SUPERIOR INCOMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
28422;893596637;DEPUTADO ESTADUAL;CICERO SEBASTIAO DE ARAUJO;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;22/11/1954;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
1966;893620118;DEPUTADO FEDERAL;LEWIS SAWINSKI DE ALMEIDA;19;PODEMOS;14/04/1988;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
36361;893618238;DEPUTADO ESTADUAL;GILMAR VAZ DA ROCHA;36;AGIR;05/08/1981;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;PRETA;EMPRESÁRIO;SOLTEIRO(A)
40900;893517468;DEPUTADO ESTADUAL;PAULO CEZAR CONCEIÇÃO QUADROS;40;PARTIDO SOCIALISTA BRASILEIRO;19/11/1974;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;PARDA;EMPRESÁRIO;DIVORCIADO(A)
4419;893498861;DEPUTADO FEDERAL;ALEXANDRE MANOEL LEME;44;UNIÃO BRASIL;11/08/1972;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;PARDA;EMPRESÁRIO;SOLTEIRO(A)
1177;893508852;DEPUTADO FEDERAL;PAULA FURTADO BRUM;11;PROGRESSISTAS;12/01/1978;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
2068;893540704;DEPUTADO FEDERAL;JÉSSICA APARECIDA SOMER MAGALHÃES;20;PARTIDO SOCIAL CRISTÃO;22/09/1992;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
4457;893548553;DEPUTADO FEDERAL;PAULA DIAS DE LA FUENTE;44;UNIÃO BRASIL;10/04/1990;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
55505;893501823;DEPUTADO ESTADUAL;PATRICIA APARECIDA ROSSI;55;PARTIDO SOCIAL DEMOCRÁTICO;25/08/1967;FEMININO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
19099;893622687;DEPUTADO ESTADUAL;SILVIA MIRANDA NAGATA;19;PODEMOS;13/01/1981;FEMININO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
3009;893494555;DEPUTADO FEDERAL;TAIS ANTEZANA PACHECO;30;PARTIDO NOVO;02/07/1987;FEMININO;SUPERIOR COMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
7020;893518898;DEPUTADO FEDERAL;FABIANA OLIVEIRA DA SILVA;70;AVANTE;24/07/1980;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
22322;893506945;DEPUTADO ESTADUAL;DANIELE MAZUQUELI ALONSO;22;PARTIDO LIBERAL;23/06/1988;FEMININO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
4577;893508974;DEPUTADO FEDERAL;ROSÂNGELA MARIA RIZZOLO CAMOLESE;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;12/07/1961;FEMININO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
5561;893501779;DEPUTADO FEDERAL;LUANA DE BRITO TAVARES;55;PARTIDO SOCIAL DEMOCRÁTICO;08/07/1986;FEMININO;SUPERIOR COMPLETO;PARDA;EMPRESÁRIO;SOLTEIRO(A)
222;893509303;2º SUPLENTE;SIRLANGE RODRIGUES FRATE MAGANHATO;22;PARTIDO LIBERAL;18/01/1979;FEMININO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
9003;893574708;DEPUTADO FEDERAL;MARTA CRISTINA LUCHI DE LIMA;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;06/06/1972;FEMININO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
19444;893507306;DEPUTADO ESTADUAL;MALBA TANIA RODRIGUES ABRANTES COELHO GOMES;19;PODEMOS;20/06/1974;FEMININO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
10990;893536459;DEPUTADO ESTADUAL;REJAINE TEREZA DOS SANTOS MARCHESINI;10;REPUBLICANOS;02/04/1979;FEMININO;SUPERIOR INCOMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
36088;893625833;DEPUTADO ESTADUAL;MARIA DANIELA NOGUEIRA DONI;36;AGIR;15/10/1982;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
1918;893507132;DEPUTADO FEDERAL;ANA ALICE FERNANDES DE ALMEIDA;19;PODEMOS;25/10/1983;FEMININO;SUPERIOR COMPLETO;PARDA;PROFESSOR DE ENSINO FUNDAMENTAL;DIVORCIADO(A)
1132;893508835;DEPUTADO FEDERAL;CRISTINA APARECIDA DOS SANTOS FERNANDES;11;PROGRESSISTAS;28/09/1975;FEMININO;SUPERIOR COMPLETO;PARDA;PROFESSOR DE ENSINO FUNDAMENTAL;CASADO(A)
5558;893501808;DEPUTADO FEDERAL;IOLANDA GOMES RUAS;55;PARTIDO SOCIAL DEMOCRÁTICO;10/08/1971;FEMININO;SUPERIOR COMPLETO;PRETA;PROFESSOR DE ENSINO FUNDAMENTAL;CASADO(A)
18420;893516186;DEPUTADO ESTADUAL;RUBENS EDUARDO DOCAMPO ANTONINI;18;REDE SUSTENTABILIDADE;21/12/1981;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO MÉDIO;CASADO(A)
44007;893498992;DEPUTADO ESTADUAL;FELIPE SOUZA MURAKAMI DE FRANCO;44;UNIÃO BRASIL;07/10/1985;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO MÉDIO;DIVORCIADO(A)
16161;893508377;DEPUTADO ESTADUAL;LEANDRO JOSE DE SOUZA DUQUE;16;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;31/07/1987;MASCULINO;SUPERIOR COMPLETO;PRETA;PROFESSOR DE ENSINO MÉDIO;SOLTEIRO(A)
4042;893517132;DEPUTADO FEDERAL;TEREZINHA MARIA DOS SANTOS;40;PARTIDO SOCIALISTA BRASILEIRO;15/05/1965;FEMININO;SUPERIOR COMPLETO;PRETA;PROFESSOR DE ENSINO MÉDIO;DIVORCIADO(A)
29;893549029;VICE-GOVERNADOR;LÍLIAN CRISTINA MIRANDA;29;PARTIDO DA CAUSA OPERÁRIA;08/06/1978;FEMININO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO MÉDIO;SOLTEIRO(A)
5164;893517562;DEPUTADO FEDERAL;PAULA DANIELA DE JESUS;51;PATRIOTA;29/10/1981;FEMININO;SUPERIOR COMPLETO;PRETA;PROFESSOR DE ENSINO MÉDIO;SOLTEIRO(A)
2214;893508182;DEPUTADO FEDERAL;PAULO NISHIKAWA;22;PARTIDO LIBERAL;07/01/1949;MASCULINO;SUPERIOR COMPLETO;AMARELA;DEPUTADO;DIVORCIADO(A)
3000;893494506;DEPUTADO FEDERAL;ALEXIS JOSEPH STEVERLYNCK FONTEYNE;30;PARTIDO NOVO;19/08/1967;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;DIVORCIADO(A)
4410;893498912;DEPUTADO FEDERAL;PAULO SERGIO ABOU ANNI;44;UNIÃO BRASIL;06/11/1966;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;SOLTEIRO(A)
4515;893508941;DEPUTADO FEDERAL;EDUARDO PEDROSA CURY;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;19/09/1963;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;SOLTEIRO(A)
4411;893498888;DEPUTADO FEDERAL;DAVID BEZERRA RIBEIRO SOARES;44;UNIÃO BRASIL;21/12/1973;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;SOLTEIRO(A)
2274;893508161;DEPUTADO FEDERAL;JEFFERSON ALVES DE CAMPOS;22;PARTIDO LIBERAL;26/10/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;SOLTEIRO(A)
2299;893508168;DEPUTADO FEDERAL;MARCIO LUIZ ALVINO DE SOUZA;22;PARTIDO LIBERAL;14/06/1969;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;SOLTEIRO(A)
22007;893506949;DEPUTADO ESTADUAL;DANILO MASCARENHAS DE BALAS;22;PARTIDO LIBERAL;26/08/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;CASADO(A)
13114;893508631;DEPUTADO ESTADUAL;ENIO FRANCISCO TATTO;13;PARTIDO DOS TRABALHADORES;20/05/1960;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;CASADO(A)
1398;893507500;DEPUTADO FEDERAL;LUIZ PAULO TEIXEIRA FERREIRA;13;PARTIDO DOS TRABALHADORES;06/05/1961;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;CASADO(A)
22999;893506993;DEPUTADO ESTADUAL;ANDRE LUIS DO PRADO;22;PARTIDO LIBERAL;07/06/1969;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;CASADO(A)
